aX,aY,aZ,gX,gY,gZ
0.560,-0.094,-0.794,-6.958,-4.761,21.851
0.535,-0.043,-0.785,-1.404,-1.892,23.193
0.511,-0.000,-0.783,2.869,0.366,21.484
0.490,0.033,-0.777,5.554,1.770,17.700
0.471,0.068,-0.758,6.714,1.526,13.489
0.471,0.098,-0.732,5.310,1.099,7.935
0.495,0.085,-0.702,3.479,1.892,-0.366
0.517,0.020,-0.703,2.075,5.127,-7.629
0.538,0.066,-0.793,2.502,4.578,-9.888
0.559,0.015,-0.727,2.441,-4.517,-11.169
0.550,-0.040,-0.726,-1.465,-5.493,-14.160
0.593,-0.061,-0.735,-2.930,-4.272,-13.611
0.607,-0.080,-0.749,-2.686,-2.686,-11.353
0.620,-0.083,-0.767,-1.038,-0.549,-8.545
0.623,-0.089,-0.758,2.075,1.404,-6.287
0.627,-0.075,-0.739,4.761,3.418,-4.211
0.630,-0.054,-0.740,3.967,5.737,-1.831
0.623,-0.044,-0.772,0.244,7.385,0.732
0.610,-0.034,-0.806,-3.357,7.202,3.357
0.597,-0.006,-0.818,-4.395,5.310,5.066
0.583,0.014,-0.822,-5.005,3.540,5.188

1.026,-0.021,0.298,-19.287,-8.911,33.325
1.042,-0.024,0.323,-21.179,-11.108,35.217
1.013,0.008,0.306,-24.963,-11.780,37.537
1.012,-0.031,0.259,-29.846,-11.169,40.039
1.012,-0.026,0.238,-30.029,-12.451,43.518
1.011,0.001,0.251,-28.564,-14.648,46.875
1.001,0.033,0.265,-25.757,-15.015,49.561
0.979,0.015,0.231,-22.766,-14.709,50.903
0.985,0.006,0.184,-22.034,-18.005,52.551
0.969,0.050,0.198,-21.729,-25.879,55.481
0.937,0.112,0.252,-24.292,-34.851,57.007
0.898,0.165,0.315,-28.809,-42.725,55.115
0.899,0.159,0.379,-34.241,-48.950,50.171
0.847,0.135,0.323,-44.922,-55.908,44.617
0.891,0.116,0.298,-48.096,-53.101,42.358
0.890,0.101,0.286,-54.199,-56.335,42.664
0.870,0.101,0.302,-60.608,-59.387,43.091
0.850,0.123,0.332,-63.538,-60.242,44.495
0.821,0.144,0.349,-64.453,-58.594,44.922
0.803,0.151,0.373,-62.683,-53.833,43.030
0.791,0.184,0.379,-58.228,-46.997,39.001
0.762,0.228,0.401,-53.894,-39.246,33.386
0.759,0.180,0.417,-48.279,-30.457,25.818
0.771,0.240,0.402,-47.913,-21.118,17.822
0.756,0.230,0.375,-52.917,-13.367,10.010
0.761,0.196,0.315,-56.274,-9.583,4.089
0.770,0.185,0.270,-57.800,-11.536,1.831
0.783,0.193,0.271,-56.885,-17.578,1.831
0.790,0.199,0.305,-53.528,-23.682,2.869
0.790,0.198,0.354,-49.683,-26.672,4.272
0.803,0.208,0.403,-45.776,-25.146,5.127
0.824,0.237,0.462,-41.138,-20.081,5.249
0.839,0.270,0.513,-37.964,-13.550,4.700
0.848,0.315,0.536,-38.025,-7.690,2.808
0.857,0.328,0.515,-42.053,-4.333,-0.366
0.873,0.338,0.473,-51.025,-5.554,-4.395
0.894,0.352,0.461,-62.500,-11.230,-9.094
0.922,0.360,0.498,-72.937,-19.653,-15.808
0.958,0.334,0.523,-81.848,-27.344,-23.254
1.010,0.280,0.559,-87.585,-32.959,-29.419
1.054,0.254,0.613,-89.050,-35.400,-30.884
1.082,0.257,0.660,-87.524,-33.325,-27.344
1.093,0.284,0.693,-83.801,-27.100,-20.996
1.107,0.327,0.716,-78.552,-18.250,-13.916
1.111,0.384,0.755,-71.899,-9.399,-8.240
1.089,0.464,0.769,-67.200,-1.526,-3.845
1.059,0.529,0.721,-67.810,4.395,1.221
1.014,0.584,0.659,-70.435,6.226,6.165
0.948,0.636,0.617,-70.007,3.540,10.254
0.884,0.681,0.610,-66.833,-1.160,11.841
0.839,0.711,0.645,-63.721,-6.592,10.132
0.804,0.748,0.694,-63.660,-11.658,6.714
0.798,0.806,0.755,-69.519,-15.442,2.563
0.796,0.865,0.774,-80.688,-17.273,-3.479
0.805,0.863,0.715,-93.811,-16.846,-13.062
0.828,0.829,0.606,-100.281,-14.771,-24.597
0.844,0.789,0.509,-95.215,-12.573,-34.668
0.855,0.733,0.464,-79.773,-10.925,-42.236
0.864,0.682,0.496,-58.960,-9.155,-47.913
0.861,0.647,0.582,-40.894,-5.920,-51.514
0.850,0.626,0.640,-32.104,0.244,-52.917
0.832,0.617,0.645,-33.081,9.338,-52.490
0.802,0.624,0.617,-40.649,18.982,-51.514
0.761,0.641,0.532,-50.598,26.550,-52.063
