aX,aY,aZ,gX,gY,gZ
0.233,-0.329,0.180,-4.944,77.637,-11.230
0.143,-0.354,0.222,-5.493,90.393,-5.127
0.056,-0.286,0.218,-2.563,105.652,1.160
-0.023,-0.233,0.183,5.737,121.094,1.648
-0.087,-0.198,0.168,17.395,134.033,-3.723
-0.126,-0.176,0.213,26.367,143.372,-11.902
-0.180,-0.181,0.278,29.419,152.466,-21.973
-0.223,-0.211,0.272,26.917,163.696,-31.494
-0.231,-0.287,0.188,18.738,174.988,-39.307
-0.234,-0.359,0.130,9.644,182.434,-44.556
-0.260,-0.381,0.150,2.869,188.110,-46.326
-0.342,-0.364,0.165,-3.845,197.815,-46.631
-0.441,-0.327,0.127,-8.118,212.402,-49.194
-0.537,-0.336,-0.003,-8.179,229.370,-57.129
-0.592,-0.396,-0.179,-1.343,244.385,-68.115
-0.585,-0.435,-0.344,12.390,254.578,-76.965
-0.613,-0.368,-0.443,27.771,263.000,-81.909
-0.691,-0.497,-0.693,39.124,278.503,-85.754
-0.560,-0.427,-1.053,53.223,287.659,-76.111
-0.616,-0.363,-1.070,57.312,270.325,-55.847
-0.755,-0.336,-1.221,57.251,272.522,-55.176
-0.675,-0.224,-1.371,56.946,277.588,-54.565
-0.681,-0.186,-1.470,47.180,275.024,-56.458
-0.679,-0.231,-1.605,34.668,274.719,-66.284
-0.586,-0.250,-1.749,31.555,272.217,-77.026
-0.478,-0.330,-1.880,30.823,265.076,-86.182
-0.395,-0.451,-1.931,35.034,253.784,-91.309
-0.332,-0.505,-1.890,46.570,241.882,-90.149
-0.289,-0.527,-1.837,57.373,232.483,-84.656
-0.284,-0.579,-1.869,59.143,224.487,-77.576
-0.250,-0.673,-1.982,54.321,210.144,-69.702
-0.193,-0.793,-2.132,48.523,188.171,-59.265
-0.164,-0.870,-2.228,49.438,161.316,-43.457
-0.174,-0.886,-2.246,58.777,135.071,-22.827
-0.218,-0.875,-2.239,70.557,114.624,-2.991
-0.255,-0.880,-2.267,79.346,100.647,12.573
-0.266,-0.906,-2.345,85.999,89.966,21.729
-0.260,-0.978,-2.461,88.013,78.308,25.879
-0.277,-1.053,-2.548,87.585,61.584,29.053
-0.295,-1.070,-2.584,88.806,40.100,34.363
-0.278,-1.071,-2.623,88.135,17.822,41.626
-0.255,-1.098,-2.656,87.463,-3.418,48.523
-0.240,-1.136,-2.652,93.506,-24.292,55.115
-0.226,-1.162,-2.622,106.567,-44.983,62.500
-0.238,-1.164,-2.583,122.559,-64.941,71.716
-0.273,-1.134,-2.545,138.550,-84.900,82.642
-0.327,-1.065,-2.506,151.245,-106.018,94.360
-0.382,-1.003,-2.418,160.583,-128.418,105.408
-0.434,-0.982,-2.220,168.518,-151.001,112.976
-0.418,-0.907,-2.030,177.124,-168.518,117.371
-0.379,-0.835,-1.927,175.903,-178.040,119.751
-0.389,-0.794,-1.892,166.931,-184.937,120.300
-0.402,-0.746,-1.880,159.485,-194.763,119.873
-0.400,-0.687,-1.836,155.762,-209.778,118.835
-0.408,-0.597,-1.738,153.564,-226.868,116.943
-0.415,-0.523,-1.628,150.940,-242.126,113.708
-0.401,-0.501,-1.513,148.621,-254.944,109.131
-0.369,-0.515,-1.402,148.804,-263.123,104.675
-0.348,-0.538,-1.259,151.917,-267.090,103.149
-0.262,-0.480,-1.105,155.151,-267.517,104.248
-0.236,-0.419,-0.989,154.358,-264.099,106.445
-0.226,-0.357,-0.914,146.179,-258.545,109.619
-0.203,-0.286,-0.863,134.583,-254.395,113.159
-0.187,-0.210,-0.805,127.014,-252.197,115.234
-0.183,-0.145,-0.735,125.305,-252.136,114.990
-0.171,-0.064,-0.667,125.610,-253.357,113.647
-0.149,-0.029,-0.598,125.061,-254.761,111.511
-0.161,-0.003,-0.517,125.183,-256.226,109.619
-0.182,0.028,-0.391,127.869,-257.324,108.459
-0.179,0.090,-0.258,130.249,-255.981,106.873
-0.159,0.143,-0.154,128.662,-250.488,104.004
-0.133,0.176,-0.084,123.596,-241.028,100.098
-0.139,0.222,-0.035,117.432,-229.797,95.886
-0.124,0.242,-0.005,114.075,-218.384,92.407
-0.094,0.252,0.012,115.540,-207.520,90.271
-0.065,0.257,0.049,119.995,-197.083,89.355
-0.035,0.277,0.102,129.272,-186.523,89.478
-0.011,0.313,0.170,139.282,-174.561,90.942
0.007,0.346,0.223,145.813,-160.339,92.041
0.018,0.372,0.265,151.062,-144.409,92.102
0.018,0.395,0.303,157.471,-128.601,90.820
0.034,0.407,0.339,165.222,-112.427,89.050
0.046,0.425,0.382,174.561,-96.680,86.548
0.052,0.453,0.430,185.425,-80.017,84.167
0.065,0.469,0.469,196.167,-62.317,81.970
0.078,0.482,0.499,205.627,-44.617,80.505
0.081,0.489,0.529,214.539,-27.832,79.956
0.077,0.492,0.563,222.656,-11.841,80.200
0.069,0.503,0.605,228.455,2.747,81.116
0.058,0.513,0.658,231.689,17.090,82.581
0.038,0.525,0.683,230.469,29.663,84.778
0.119,0.474,0.877,219.910,39.001,92.468
0.040,0.560,0.803,202.698,60.303,111.023
-0.090,0.630,0.745,200.134,80.017,116.272
-0.211,0.717,0.703,209.595,87.097,107.483
-0.103,0.847,1.016,207.947,83.313,91.858
-0.133,0.812,0.936,167.969,94.055,86.853
-0.153,0.763,0.917,138.550,98.755,80.322
-0.190,0.746,1.011,120.056,96.313,71.594
-0.193,0.710,1.108,97.107,97.534,63.965
-0.195,0.649,1.163,70.984,105.652,58.899
-0.198,0.573,1.194,46.997,117.371,56.763
-0.201,0.512,1.216,26.672,131.836,58.655
-0.208,0.468,1.242,8.728,150.024,64.819
-0.245,0.438,1.274,-5.737,172.302,73.425
-0.314,0.427,1.252,-22.583,199.402,83.069
-0.404,0.412,1.156,-43.701,227.661,92.529
-0.512,0.400,1.049,-63.354,253.845,100.220
-0.629,0.396,1.001,-78.674,278.320,103.638
-0.745,0.372,1.016,-92.468,303.955,102.356
-0.866,0.326,1.016,-111.633,332.397,98.022
-0.997,0.228,0.916,-141.907,362.488,93.750
-1.139,0.114,0.743,-176.331,390.259,93.384
-1.286,0.002,0.550,-206.177,413.818,97.900
-1.438,-0.051,0.336,-227.600,432.556,105.957
-1.582,-0.038,0.135,-238.464,446.411,115.417
-1.705,0.002,-0.002,-240.234,454.407,122.498
-1.827,0.063,-0.124,-240.601,458.252,126.465
-1.951,0.114,-0.253,-247.620,460.937,126.404
-2.045,0.161,-0.544,-261.963,466.370,121.826
-2.080,0.176,-0.842,-274.963,467.468,111.755
-2.062,0.157,-1.154,-286.438,458.069,95.154
-1.966,0.111,-1.529,-301.392,436.401,74.463
-1.808,0.043,-1.866,-310.852,399.902,52.490
-1.640,-0.069,-2.085,-313.660,353.516,35.828
-1.454,-0.179,-2.303,-316.833,310.059,29.480
-1.309,-0.213,-2.442,-308.105,268.982,32.715
-1.214,-0.166,-2.474,-290.161,232.178,43.213
-1.146,-0.091,-2.477,-270.447,204.895,54.321
-1.126,-0.019,-2.460,-245.850,186.707,60.364
-1.113,0.052,-2.443,-217.163,172.302,58.899
-1.092,0.131,-2.440,-188.782,160.217,52.490
-1.073,0.207,-2.437,-163.574,147.339,45.105
-1.019,0.233,-2.453,-145.813,130.249,37.231
-0.961,0.217,-2.441,-132.996,107.239,28.259
-0.899,0.182,-2.394,-122.559,79.895,19.287
-0.839,0.134,-2.329,-114.014,52.734,11.597
-0.775,0.095,-2.286,-104.492,29.907,6.226
-0.726,0.038,-2.216,-86.792,12.512,3.235
-0.692,-0.010,-2.088,-57.617,1.343,2.930
-0.646,-0.006,-1.922,-22.766,-2.686,6.653
-0.633,0.027,-1.779,9.399,-1.587,13.123
-0.628,0.096,-1.640,37.170,0.000,20.508
